window_idx,timestamp,te_bits,surr_mean,surr_std,surr_p95,surr_p99,p_value,sig95,sig99,n_valid_surrogates,h_target_bits,pct_h,surr_p95_pct
0,2022-12-06 00:00:00,0.06260209781692544,0.030050406351697156,0.03956819750133394,0.11146527917395747,0.16485047911944783,0.1895,False,False,2000,1.7396119172980316,3.5986243365220867,6.407479626093017
1,2022-12-06 06:00:00,0.06134309164558197,0.03188117505966751,0.04075028630411638,0.11700046822117621,0.15980920366511356,0.204,False,False,2000,1.7462509774153545,3.5128450857835203,6.7000946447199645
2,2022-12-06 12:00:00,0.0647113216530329,0.03214049399201523,0.04158470126481772,0.1161494144680723,0.16542792480767235,0.199,False,False,2000,1.7596936145222437,3.677419814392064,6.600547590189832
3,2022-12-06 18:00:00,0.06754990255520191,0.03465826085654063,0.043448191926486406,0.11890443539587146,0.1774641736128111,0.2075,False,False,2000,1.7681285426401856,3.8204180819532376,6.724875060176466
4,2022-12-07 00:00:00,0.052697760894929294,0.03528658871513791,0.043677102293493336,0.12499367072577998,0.16981806618289597,0.289,False,False,2000,1.7773587488434404,2.964947899754098,7.032551577283744
5,2022-12-07 06:00:00,0.0464606098356642,0.03377179739967796,0.0408557487841782,0.11639420919626278,0.1538070877460888,0.3135,False,False,2000,1.7631765226613265,2.635051524253333,6.601392866811666
6,2022-12-07 12:00:00,0.04255276583761867,0.03339402028314774,0.042518340740284884,0.12203179455773262,0.16410851560236764,0.325,False,False,2000,1.7599708082672088,2.417810888551855,6.933739695255506
7,2022-12-07 18:00:00,0.034708480846224035,0.03126852634302333,0.04012783389955485,0.11290260006358499,0.1532313876241106,0.3535,False,False,2000,1.7655119781846196,1.9659159085350917,6.394892895582426
8,2022-12-08 00:00:00,0.026348295807978084,0.031230950689382,0.03983986749161857,0.11310437702462041,0.16115674518552756,0.4105,False,False,2000,1.7481366943815686,1.5072217117036844,6.46999616152059
9,2022-12-08 06:00:00,0.011558119589055414,0.032534884806555885,0.04201932445028612,0.12038885667993762,0.15952154080443323,0.5075,False,False,2000,1.758761863945695,0.6571736530109509,6.84509137637606
10,2022-12-08 12:00:00,0.004627684852371642,0.030167148795987912,0.03908387046140885,0.10786798676800015,0.15859966124408287,0.555,False,False,2000,1.7898373147535063,0.25855337880297574,6.026692251795832
11,2022-12-08 18:00:00,0.013735198780652566,0.03249497520399356,0.0426482333532284,0.12063051056225785,0.17288421439934257,0.503,False,False,2000,1.7903276356520663,0.7671891170718584,6.7379013852021705
12,2022-12-09 00:00:00,0.007055558080520008,0.03348754534982233,0.042498943629703176,0.11877014421113254,0.176602464648835,0.56,False,False,2000,1.778097343590281,0.3968038142542656,6.679619911658796
13,2022-12-09 06:00:00,0.0314931481238505,0.032301402828377665,0.04094628956764447,0.11586610733150149,0.15763854650765172,0.383,False,False,2000,1.7602492997718098,1.789129990162934,6.582369176145778
14,2022-12-09 12:00:00,0.023317091289646683,0.0323265998586805,0.040515804887413846,0.11539811841424594,0.15798749805401793,0.4445,False,False,2000,1.749408220149487,1.3328559350003648,6.596408836148328
15,2022-12-09 18:00:00,0.01577824506691698,0.0330762954708707,0.0397528689600428,0.11289475168592139,0.1546542648193447,0.522,False,False,2000,1.7272572953969645,0.9134855072816911,6.53607033455751
16,2022-12-10 00:00:00,0.01279794402738381,0.034435338386629155,0.04305940428044648,0.12142950536219241,0.17273688717268637,0.5335,False,False,2000,1.7088050572758318,0.7489411371351058,7.106106389676461
17,2022-12-10 06:00:00,0.03721913367842556,0.033810849643664743,0.041335551858805775,0.11699378144512691,0.16331799691204935,0.358,False,False,2000,1.7172121674720258,2.167416140151003,6.813006782811117
18,2022-12-10 12:00:00,0.03991426712043727,0.03870180956511777,0.04329624131819708,0.12213997895528528,0.16616038672069955,0.4075,False,False,2000,1.7212894532408642,2.318858518843894,7.095841941360802
19,2022-12-10 18:00:00,0.02418389273527911,0.037233046421818204,0.043511434485672885,0.12578367460709594,0.16675280706672935,0.482,False,False,2000,1.7287298792018573,1.39893994002375,7.276074540064605
20,2022-12-11 00:00:00,0.018229601004219075,0.035473861262744245,0.04263367955413027,0.12266155475805957,0.17348952639909615,0.511,False,False,2000,1.7455190734176544,1.0443656148956462,7.02722511750578
21,2022-12-11 06:00:00,0.013105773121755222,0.03306943007348383,0.041455514702814264,0.11841603255023198,0.16701488033778022,0.528,False,False,2000,1.7604099252485141,0.744472803395783,6.726616957326878
22,2022-12-11 12:00:00,0.004770367686633701,0.03439772575215242,0.041798211449284334,0.1173942227488945,0.16636717501116816,0.5875,False,False,2000,1.7637074607760277,0.2704738621752356,6.656105128525184
