window_idx,timestamp,te_bits,surr_mean,surr_std,surr_p95,surr_p99,p_value,sig95,sig99,n_valid_surrogates,h_target_bits,pct_h,surr_p95_pct
0,2022-12-06 00:00:00,0.21378671494588905,0.0402558468159007,0.047033277441113894,0.13638012435474076,0.1865507936917494,0.004,True,True,2000,1.7396119173612135,12.289333776821806,7.839686713667342
1,2022-12-06 06:00:00,0.22733899314747452,0.04266730309735079,0.04871524693486108,0.13671496006830738,0.1999623678668245,0.0035,True,True,2000,1.746250978174527,13.018689523376942,7.8290556040933295
2,2022-12-06 12:00:00,0.2277761034527981,0.04037105893595241,0.047523364136733734,0.1393525736431842,0.18909609297834754,0.0025,True,True,2000,1.7596936146694173,12.944077398132118,7.919138450096809
3,2022-12-06 18:00:00,0.23631617227711849,0.042608786050633556,0.04962933477449841,0.1385959285412775,0.19483272558618092,0.004,True,True,2000,1.7681285421451556,13.365327613025885,7.838566328052601
4,2022-12-07 00:00:00,0.21586472360567802,0.03926943651772511,0.04679199023279689,0.13531355431590214,0.18035362976190353,0.002,True,True,2000,1.7773587491351226,12.145253382904244,7.613181884734685
5,2022-12-07 06:00:00,0.21619659066466676,0.03970784885317723,0.047965242212040946,0.13961042119601536,0.1897865227666909,0.0025,True,True,2000,1.7631765231805405,12.261766636653958,7.918119335219844
6,2022-12-07 12:00:00,0.21508152311219003,0.03764049209279398,0.046155245255236926,0.13031062492824338,0.18254428967617886,0.0025,True,True,2000,1.7599708085786177,12.220743779602431,7.404135585264875
7,2022-12-07 18:00:00,0.2397556540989255,0.03829992882730595,0.04602865361340339,0.1294314381970144,0.1813192174698846,0.0015,True,True,2000,1.7655119784718374,13.579950576514877,7.331099407722258
8,2022-12-08 00:00:00,0.23336191558701794,0.035170364961257486,0.04360331947869363,0.12544636756697314,0.1669465651191251,0.0005,True,True,2000,1.7481366947473,13.349180089189266,7.176004482024038
9,2022-12-08 06:00:00,0.23860494799112836,0.034072438311918946,0.043131119022458704,0.12462574005485647,0.1654416850148033,0.001,True,True,2000,1.7587618636467257,13.566643268940917,7.085992858433361
