window_idx,timestamp,te_bits,surr_mean,surr_std,surr_p95,surr_p99,p_value,sig95,sig99,n_valid_surrogates,h_target_bits,pct_h,surr_p95_pct
0,2022-12-06 00:00:00,0.13828000821758937,0.02179177660632416,0.03508788857765497,0.09812802529249998,0.14305819058835234,0.0135,True,False,2000,1.8028594370912092,7.670038238848767,5.442910482850668
1,2022-12-06 06:00:00,0.1333451650700808,0.021032363864319534,0.03427497767828318,0.09613568601511296,0.13746746761892195,0.012,True,False,2000,1.8135288308444788,7.352800948192698,5.301028821821757
2,2022-12-06 12:00:00,0.13684623475728147,0.02111511013985371,0.033892250174976664,0.09122213708504215,0.14463830548047316,0.0125,True,False,2000,1.8245915257239504,7.500102506668414,4.999592281283208
3,2022-12-06 18:00:00,0.13094420776612592,0.021834759491961314,0.03469104151615995,0.0974230239399391,0.14390578757807487,0.0195,True,False,2000,1.8198242175922845,7.195431652149978,5.353430457631478
4,2022-12-07 00:00:00,0.11128372757645098,0.02271834424218693,0.034577364326246106,0.0971499922221857,0.13773933346451067,0.0295,True,False,2000,1.804476168461526,6.167093227467232,5.383833486978915
5,2022-12-07 06:00:00,0.11323907467479172,0.022007484283265114,0.0356490640429963,0.0972656055740443,0.14730092764190966,0.0335,True,False,2000,1.8060365427513707,6.270032305231204,5.385583473624899
6,2022-12-07 12:00:00,0.11093534959897682,0.021152849441556685,0.03384528173102797,0.09371970629543629,0.14066364686369826,0.027,True,False,2000,1.7831195670209843,6.221419564382543,5.255940657530419
7,2022-12-07 18:00:00,0.12146374561585614,0.021103795229246488,0.03400358525031179,0.09561016685900624,0.13810290072371184,0.0225,True,False,2000,1.788559562009298,6.791149045067401,5.345651824510455
8,2022-12-08 00:00:00,0.07539438589965129,0.02082335578456743,0.034017459930470395,0.0921343041470128,0.139523836171224,0.0835,False,False,2000,1.7996672981090798,4.1893513305969705,5.119518715699219
9,2022-12-08 06:00:00,0.07466419721204366,0.020280759376095938,0.03425405266234536,0.09356295412160998,0.13695748222464144,0.0925,False,False,2000,1.7995878273056076,4.14896100535604,5.199132418099038
10,2022-12-08 12:00:00,0.0857237425545807,0.020166150991247616,0.031641819427357616,0.08787632856591522,0.12969301244278417,0.054,False,False,2000,1.8274307445252553,4.6909434358263855,4.808736463977159
11,2022-12-08 18:00:00,0.08198823543118297,0.020894314665881625,0.03421590429871875,0.09066165421496321,0.15242043809289296,0.067,False,False,2000,1.8353271476420072,4.467227302583077,4.939808923517726
12,2022-12-09 00:00:00,0.057285362471624524,0.020244112368250237,0.032980344295709604,0.08897037618719392,0.13994833192608735,0.138,False,False,2000,1.791540413040143,3.197547878611038,4.966138387925964
13,2022-12-09 06:00:00,0.055934264142697115,0.021061627225083434,0.033264597913678376,0.09193618159208335,0.13471685037255063,0.15,False,False,2000,1.8190543970366755,3.0749088226177648,5.054064449191387
14,2022-12-09 12:00:00,0.0727745981966548,0.020889226244809163,0.03290392577144816,0.09332619292488256,0.13159008861184007,0.093,False,False,2000,1.8078303565128824,4.025521417674912,5.162331332066971
15,2022-12-09 18:00:00,0.08019590010430463,0.01967578107070746,0.03179701618881233,0.08764959976762927,0.1300074375412979,0.067,False,False,2000,1.8102428338052208,4.430118357973491,4.841869727686503
16,2022-12-10 00:00:00,0.08378211903022424,0.02061540993116511,0.031846450578433515,0.08941349672715593,0.131013987471619,0.0605,False,False,2000,1.8304812628499414,4.577054173162138,4.884698824392492
17,2022-12-10 06:00:00,0.08061291528226228,0.021744182441602,0.034741954385934214,0.09550993212028548,0.14549308110044748,0.081,False,False,2000,1.8344032354706394,4.394503548811066,5.206594181337736
18,2022-12-10 12:00:00,0.09032904378677488,0.02131790486878151,0.03301883934111654,0.09248064243174396,0.13183911938524775,0.055,False,False,2000,1.821693421079761,4.958520612828185,5.0766304231877
19,2022-12-10 18:00:00,0.08719199810298224,0.021089440047421533,0.03376185537193911,0.09703049838330331,0.13469299192269557,0.0665,False,False,2000,1.8317471305636217,4.760045567870145,5.297155746243609
20,2022-12-11 00:00:00,0.09303724591442326,0.020740997993611718,0.0339739979041351,0.08971188907943074,0.1422642990736743,0.0455,True,False,2000,1.8372020987054585,5.06407248173621,4.883071336715984
21,2022-12-11 06:00:00,0.11393920946411493,0.020950609017877184,0.03335515703423426,0.09390593592022915,0.13087607234947446,0.0265,True,False,2000,1.8784685544789776,6.065537226718056,4.999068826375719
22,2022-12-11 12:00:00,0.10913606029061522,0.021876313088214597,0.033520278801874956,0.09034140659242022,0.13569927469326204,0.026,True,False,2000,1.8655884615288236,5.849953649540679,4.8425152950606645
23,2022-12-11 18:00:00,0.10285764783989161,0.02275778243426523,0.034699154880386475,0.09345676593650627,0.14511645848131677,0.036,True,False,2000,1.888728500160902,5.445867303380507,4.948131291953536
24,2022-12-12 00:00:00,0.11627933432999692,0.022455729007673297,0.03457780996589102,0.09798747308523559,0.14268323520341666,0.025,True,False,2000,1.9034414085299876,6.1089001116035675,5.147911180565864
25,2022-12-12 06:00:00,0.1313174265121019,0.02438239848071083,0.037049298805227955,0.10424534741596275,0.1484680673490295,0.02,True,False,2000,1.924874908489215,6.822127813758535,5.4156946488425195
26,2022-12-12 12:00:00,0.16113529692454645,0.021204092191585023,0.03243487334912145,0.09223389018871118,0.1275064475405901,0.0015,True,True,2000,1.9499759704290196,8.26345038954991,4.7300013737307
27,2022-12-12 18:00:00,0.16160595266733027,0.024498552567838536,0.03637916250762464,0.09762942793243706,0.147954100193004,0.005,True,True,2000,1.9489510773043592,8.291945064667878,5.009331894952984
28,2022-12-13 00:00:00,0.16011794389762954,0.024267885140701773,0.03679402672275792,0.10372378473832629,0.14849770337196846,0.004,True,True,2000,1.9715196708766127,8.121549394758764,5.26110828466686
29,2022-12-13 06:00:00,0.15744319421337757,0.023585633300847668,0.03543525552958148,0.09951647496793638,0.1417893467072323,0.0035,True,True,2000,2.0009362665003705,7.868476215324193,4.9734954897884025
30,2022-12-13 12:00:00,0.14010029397791532,0.023213258919323073,0.03546151025526684,0.09969435356635323,0.14426773116239125,0.0125,True,False,2000,1.9998312945878627,7.005605640689208,4.985138188213964
31,2022-12-13 18:00:00,0.13944612092799744,0.023137057170276164,0.034055093468312,0.09740849188347495,0.14468434273567313,0.011,True,False,2000,2.022441051493335,6.8949411813527455,4.816382253097079
32,2022-12-14 00:00:00,0.14335798811095432,0.02447276588467203,0.03739462079530818,0.10937393092586185,0.15227568723545323,0.015,True,False,2000,2.0144521485214093,7.116475227082354,5.429462844582403
33,2022-12-14 06:00:00,0.15257632576791924,0.02441359347397323,0.03615484565670443,0.10337812404417418,0.14466144159201968,0.006,True,True,2000,1.9941790053657273,7.651084750034119,5.183994203429842
34,2022-12-14 12:00:00,0.1313285252461214,0.022105788392500218,0.034577359102047504,0.09345996307767424,0.1418868877589212,0.0185,True,False,2000,2.000543491881047,6.564642347397176,4.671728630593121
35,2022-12-14 18:00:00,0.14836631302061773,0.02390725339773991,0.035842024826266,0.101179666785738,0.13984329551155375,0.0075,True,True,2000,2.0015713117749225,7.412491983063633,5.055011839474031
36,2022-12-15 00:00:00,0.15680905161622521,0.022387052885457545,0.03438345606782865,0.09747506317008685,0.13598847584888957,0.005,True,True,2000,2.025400053720099,7.742127355443208,4.812632595276778
37,2022-12-15 06:00:00,0.15984437339425833,0.023331080057843775,0.03540578206189977,0.09746469722075886,0.14212352323085067,0.005,True,True,2000,2.036960614159574,7.847200003923898,4.7848101010520345
38,2022-12-15 12:00:00,0.14362683676254476,0.02408364391292436,0.035708280948365194,0.10091033716533013,0.14125131526294166,0.0085,True,True,2000,2.011400413516671,7.140638721030785,5.016919380507712
39,2022-12-15 18:00:00,0.13845789661671656,0.02363666617160481,0.036258801761330756,0.10460311691640813,0.14346187522963363,0.0115,True,False,2000,2.007211672037328,6.898021695747776,5.211364519928063
40,2022-12-16 00:00:00,0.1319647177058585,0.02102345261026086,0.03367558213146779,0.09441229640693669,0.13954650360580487,0.013,True,False,2000,2.0161369159542777,6.54542440355034,4.682831590445308
41,2022-12-16 06:00:00,0.11099900327253728,0.022515930811850847,0.03384178946022348,0.094435928359462,0.12991154677200983,0.0235,True,False,2000,2.0074469882604973,5.529361618097854,4.704280058787161
42,2022-12-16 12:00:00,0.10714311001682911,0.023478565526948224,0.03603144466525151,0.09836965077432655,0.14237671254480905,0.042,True,False,2000,1.9922525963789637,5.377988223560005,4.937609365053366
