window_idx,timestamp,te_bits,surr_mean,surr_std,surr_p95,surr_p99,p_value,sig95,sig99,n_valid_surrogates,h_target_bits,pct_h,surr_p95_pct
0,2022-12-06 00:00:00,0.22920576531480205,0.11488681362129359,0.057149639146182825,0.21288178551362785,0.2584831378620485,0.029,True,False,2000,1.8028594370912092,12.713457333346515,11.808007941933516
1,2022-12-06 06:00:00,0.2056017389775503,0.10830932314529333,0.054915269845320726,0.2015230657115347,0.2371505311639977,0.04,True,False,2000,1.8135288308444788,11.337108927119225,11.112206339597837
2,2022-12-06 12:00:00,0.20170210318009418,0.10411900233379129,0.05413413505467017,0.19554024028479466,0.22684105607944116,0.0365,True,False,2000,1.8245915257239504,11.054644304569157,10.7169323943456
3,2022-12-06 18:00:00,0.19118200268031998,0.10131012028613615,0.05504155441698054,0.19276126028039112,0.23673522309815373,0.052,False,False,2000,1.8198242175922845,10.505520304222737,10.592301081443107
4,2022-12-07 00:00:00,0.2176446671656465,0.10114089003282725,0.05399437963768634,0.1938042297974211,0.23245542088712573,0.0195,True,False,2000,1.804476168461526,12.061376646010661,10.740193369395184
5,2022-12-07 06:00:00,0.2216084577709778,0.10585128624553278,0.05492044010616782,0.1993864501809401,0.2393128488589554,0.0235,True,False,2000,1.8060365427513707,12.270430443969465,11.040000878231885
6,2022-12-07 12:00:00,0.22535620086011693,0.10384711739589161,0.053247538143763554,0.1933326320204444,0.23070044730854627,0.0135,True,False,2000,1.7831195670209843,12.638311251141404,10.84238183440725
7,2022-12-07 18:00:00,0.21245742340200383,0.1031000373111631,0.054945000297170296,0.19467828348570548,0.2355739840106228,0.0285,True,False,2000,1.788559562009298,11.87868874567004,10.88464078137832
8,2022-12-08 00:00:00,0.20601304842335716,0.11156144853704461,0.05563278110039285,0.2054660351328871,0.24509568194384476,0.05,True,False,2000,1.7996672981090798,11.44728520876143,11.41688996342665
9,2022-12-08 06:00:00,0.20753000741802966,0.11487408228374758,0.055284948511689934,0.20632192133871693,0.24658969873166292,0.0465,True,False,2000,1.7995878273056076,11.532085529204167,11.46495426386762
10,2022-12-08 12:00:00,0.19846137890349622,0.12269539265577481,0.0556566765671169,0.21364510274375406,0.2489599429378204,0.0895,False,False,2000,1.8274307445252553,10.860131334555943,11.691009543524808
11,2022-12-08 18:00:00,0.20550295051925807,0.12527523873370236,0.055639260396631106,0.21816376205725033,0.2593748556813704,0.072,False,False,2000,1.8353271476420072,11.197074635074422,11.886914130679257
12,2022-12-09 00:00:00,0.1874043530984222,0.12739805944592839,0.05546081172868706,0.21961738415536447,0.2518073593531298,0.146,False,False,2000,1.791540413040143,10.460514969930685,12.258578291442845
13,2022-12-09 06:00:00,0.1896591017509161,0.12364504190636859,0.05622373232438716,0.21782765512224117,0.25489282287983284,0.1195,False,False,2000,1.8190543970366755,10.426246848905652,11.974774117645552
14,2022-12-09 12:00:00,0.18409066822347567,0.12412302883581776,0.05621822664304806,0.2150763111376124,0.25909140344950127,0.144,False,False,2000,1.8078303565128824,10.182961446591014,11.896929950466832
15,2022-12-09 18:00:00,0.1724674488146102,0.12612896290006814,0.05467332774135898,0.21766834735870033,0.261451505131278,0.2075,False,False,2000,1.8102428338052208,9.52731012623732,12.024262341707527
16,2022-12-10 00:00:00,0.14780848870837351,0.12669561299723375,0.055291806353491076,0.2190045027021824,0.25350581779817216,0.351,False,False,2000,1.8304812628499414,8.074843032167683,11.964312727310112
17,2022-12-10 06:00:00,0.1393333561652426,0.13275843027674028,0.057044936167248414,0.2301029376619585,0.2709512932269191,0.439,False,False,2000,1.8344032354706394,7.5955686007877565,12.543749008539153
18,2022-12-10 12:00:00,0.11279190481387688,0.12761763137751905,0.05568774694909352,0.21991972142458208,0.2552343609103358,0.596,False,False,2000,1.821693421079761,6.191596429382856,12.072268521134056
19,2022-12-10 18:00:00,0.10257229526325137,0.12823227939109816,0.05476640566800921,0.21627771463851175,0.2562958082597135,0.6895,False,False,2000,1.8317471305636217,5.599697335499046,11.807181844579382
20,2022-12-11 00:00:00,0.12121900230990346,0.12227501183038561,0.05718289389533277,0.21818052634125817,0.25182037537141894,0.496,False,False,2000,1.8372020987054585,6.598022198827097,11.875695466219748
21,2022-12-11 06:00:00,0.11524246480957287,0.12086422733760543,0.05541795763303264,0.21180936823264152,0.24417375235179115,0.532,False,False,2000,1.8784685544789776,6.134915835284619,11.275640879247517
22,2022-12-11 12:00:00,0.12657253732148094,0.12345416118210188,0.0549374220184617,0.21370349229958607,0.25466723798507945,0.4745,False,False,2000,1.8655884615288236,6.7845904888239135,11.455017904884503
23,2022-12-11 18:00:00,0.1360070109836418,0.1208624687207409,0.05599759631076994,0.21174525778032283,0.2505750001960018,0.3995,False,False,2000,1.888728500160902,7.200982617250455,11.210995003373121
24,2022-12-12 00:00:00,0.1422506347253361,0.11850008598561951,0.0535913538055105,0.20932372623423584,0.24755659624395612,0.318,False,False,2000,1.9034414085299876,7.473339294178491,10.997119496097065
25,2022-12-12 06:00:00,0.13346218844250107,0.11647477024672258,0.05366276965016498,0.20848912061831648,0.24172290639264263,0.3755,False,False,2000,1.924874908489215,6.933551258520593,10.831307515040251
26,2022-12-12 12:00:00,0.12658227386910753,0.11675446674442931,0.05323639845454386,0.2062619968887804,0.2466001938399364,0.4275,False,False,2000,1.9499759704290196,6.491478653516834,10.577668649085975
27,2022-12-12 18:00:00,0.14475812720984851,0.12127589939037602,0.05492461061727088,0.21179815863170748,0.24698721709616095,0.343,False,False,2000,1.9489510773043592,7.427489016813441,10.867289646113159
28,2022-12-13 00:00:00,0.1488426468101777,0.1235311444563599,0.05348707990838027,0.21104722064159626,0.24531788911563568,0.329,False,False,2000,1.9715196708766127,7.549640463084834,10.704799133338428
29,2022-12-13 06:00:00,0.15341040157561942,0.11793981294335422,0.05374406502014658,0.2075499481208692,0.24417923617758974,0.257,False,False,2000,2.0009362665003705,7.6669309334841325,10.372641627605322
30,2022-12-13 12:00:00,0.13457976031616176,0.11837647801330198,0.05276146478409668,0.20674373260329243,0.23675978461881464,0.3815,False,False,2000,1.9998312945878627,6.729555672039663,10.338058673389218
31,2022-12-13 18:00:00,0.1494197009257354,0.12080391241613998,0.05407586926656447,0.21228389088203578,0.2511489230131246,0.295,False,False,2000,2.022441051493335,7.388086827816638,10.496419202195737
32,2022-12-14 00:00:00,0.16965385071841715,0.12087687077351385,0.05452712217766075,0.2127990061000562,0.24240024087925877,0.1935,False,False,2000,2.0144521485214093,8.421835725556532,10.563616825361121
33,2022-12-14 06:00:00,0.1507584353080033,0.11885141790709251,0.0526630866550746,0.20463382791229187,0.24736930879225433,0.269,False,False,2000,1.9941790053657273,7.5599249065584555,10.261557631570922
34,2022-12-14 12:00:00,0.13148944334456214,0.11793590192197399,0.053504334725895435,0.20730832246884004,0.24605442381725312,0.401,False,False,2000,2.000543491881047,6.572686066471209,10.362600128923699
